frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[19.916881561279297, 61.98027038574219, 204.58847045898438, 159.8285675048828],[19.916881561279297, 61.98027038574219, 204.58847045898438, 159.8285675048828],0.8473883867263794,PUMJABAIBILJAFR024,0.7194398208785384
